"","acao","desp_paga","dot_atu","PLOA","Custeio","Dívida","Investimento","Pessoal","Direta","Transferencia","Fontes de Emissão","Fontes próprias","Fontes Tesouro","orgao_valor_1","orgao_valor_2","orgao_valor_3","orgao_valor_4","orgao_valor_5","orgao_valor_6","tituloacao","gnd_predominante","textoacao","2021","2020","2019","2018","2017","2016"
"892","21CA",0,0,7e+07,0,0,1,0,0,1,0,0,1,"36000 - Ministério da Saúde__7e+07",NA,NA,NA,NA,NA,"Implantação, Ampliação e Melhoria de Sistemas Públicos de Abastecimento de Água em Municípios com até 50.000 Habitantes, Exclusive em Regiões Metropolitanas (RM) ou Regiões Integradas de Desenvolvimento Econômico (RIDE)","Investimento","IMPLANTACAO, AMPLIACAO E MELHORIA DE SISTEMAS PUBLICOS DE ABASTECIMENTO DE AGUA EM MUNICIPIOS COM ATE 50.000 HABITANTES, EXCLUSIVE EM REGIOES METROPOLITANAS (RM) OU REGIOES INTEGRADAS DE DESENVOLVIMENTO ECONOMICO (RIDE)",7e+07,NA,NA,NA,NA,NA
"893","21CB",0,0,87268000,0,0,1,0,1,0,0,0,1,"36000 - Ministério da Saúde__87268000",NA,NA,NA,NA,NA,"Implantação, Ampliação e Melhoria de Sistemas Públicos de Esgotamento Sanitário em Municípios com até 50.000 Habitantes, Exclusive em Regiões Metropolitanas (RM) ou Regiões Integradas de Desenvolvimento Econômico (RIDE)","Investimento","IMPLANTACAO, AMPLIACAO E MELHORIA DE SISTEMAS PUBLICOS DE ESGOTAMENTO SANITARIO EM MUNICIPIOS COM ATE 50.000 HABITANTES, EXCLUSIVE EM REGIOES METROPOLITANAS (RM) OU REGIOES INTEGRADAS DE DESENVOLVIMENTO ECONOMICO (RIDE)",87268000,NA,NA,NA,NA,NA
"894","21CC",0,0,14100000,0,0,1,0,0,1,0,0,1,"36000 - Ministério da Saúde__14100000",NA,NA,NA,NA,NA,"Implantação e Melhoria de Sistemas Públicos de Manejo de Resíduos Sólidos em Municípios de até 50.000 Habitantes, Exclusive em Regiões Metropolitanas (RM) ou Regiões Integradas de Desenvolvimento Econômico (RIDE)","Investimento","IMPLANTACAO E MELHORIA DE SISTEMAS PUBLICOS DE MANEJO DE RESIDUOS SOLIDOS EM MUNICIPIOS DE ATE 50.000 HABITANTES, EXCLUSIVE EM REGIOES METROPOLITANAS (RM) OU REGIOES INTEGRADAS DE DESENVOLVIMENTO ECONOMICO (RIDE)",14100000,NA,NA,NA,NA,NA
"895","21CD",0,0,47600000,1,0,0,0,0.649159663865546,0.350840336134454,0,0,1,"36000 - Ministério da Saúde__47600000",NA,NA,NA,NA,NA,"Implementação de Políticas de Atenção Especializada à Saúde","Custeio","IMPLEMENTACAO DE POLITICAS DE ATENCAO ESPECIALIZADA A SAUDE",47600000,NA,NA,NA,NA,NA
"896","21CE",0,0,243750000,0.993892397948718,0,0.00610760205128205,0,0.679712820512821,0.320287179487179,0,0,1,"36000 - Ministério da Saúde__243750000",NA,NA,NA,NA,NA,"Implementação de Políticas de Atenção Primária à Saúde","Custeio","IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE",243750000,NA,NA,NA,NA,NA
"897","21CF",0,0,4e+07,0.75,0,0.25,0,1,0,0,0,1,"36000 - Ministério da Saúde__4e+07",NA,NA,NA,NA,NA,"Implantação e Funcionamento da Saúde Digital e Telessaúde no SUS","Custeio","IMPLANTACAO E FUNCIONAMENTO DA SAUDE DIGITAL E TELESSAUDE NO SUS",4e+07,NA,NA,NA,NA,NA
"898","21CG",0,0,1e+06,0,0,1,0,0,1,0,0,1,"36000 - Ministério da Saúde__1e+06",NA,NA,NA,NA,NA,"Implantação e Melhoria de Serviços de Drenagem e Manejo das Águas Pluviais Urbanas para Prevenção e Controle de Doenças e Agravos em Áreas Endêmicas de Malária","Investimento","IMPLANTACAO E MELHORIA DE SERVICOS DE DRENAGEM E MANEJO DAS AGUAS PLUVIAIS URBANAS PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS EM AREAS ENDEMICAS DE MALARIA",1e+06,NA,NA,NA,NA,NA
"899","21CH",0,0,2.5e+07,0,0,1,0,0,1,0,0,1,"36000 - Ministério da Saúde__2.5e+07",NA,NA,NA,NA,NA,"Implantação de Melhorias Habitacionais para Controle da Doença de Chagas","Investimento","IMPLANTACAO DE MELHORIAS HABITACIONAIS PARA CONTROLE DA DOENCA DE CHAGAS",2.5e+07,NA,NA,NA,NA,NA
"900","21CI",0,0,6.5e+07,0,0,1,0,0,1,0,0,1,"36000 - Ministério da Saúde__6.5e+07",NA,NA,NA,NA,NA,"Implantação de Melhorias Sanitárias Domiciliares para Prevenção e Controle de Doenças e Agravos em localidades urbanas de municípios com população até 50.000 habitantes","Investimento","IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS EM LOCALIDADES URBANAS DE MUNICIPIOS COM POPULACAO ATE 50.000 HABITANTES",6.5e+07,NA,NA,NA,NA,NA
"901","21CJ",0,0,3.1e+07,0.32258064516129,0,0.67741935483871,0,1,0,0,0,1,"36000 - Ministério da Saúde__3.1e+07",NA,NA,NA,NA,NA,"Saneamento Básico em Aldeias Indígenas para Prevenção de doenças e Agravos","Investimento","SANEAMENTO BASICO EM ALDEIAS INDIGENAS PARA PREVENCAO DE DOENCAS E AGRAVOS",3.1e+07,NA,NA,NA,NA,NA
"902","21CK",0,0,5035330,1,0,0,0,0,1,0,0,1,"55000 - Ministério da Cidadania__5035330",NA,NA,NA,NA,NA,"Promoção e Desenvolvimento do Paradesporto Nacional","Custeio","PROMOCAO E DESENVOLVIMENTO DO PARADESPORTO NACIONAL",5035330,NA,NA,NA,NA,NA
"903","21CL",0,0,323294265,0.00202708513867389,0,0.997972914861326,0,1,0,0,0,1,"52000 - Ministério da Defesa__323294265",NA,NA,NA,NA,NA,"Recomposição do Núcleo do Poder Naval","Investimento","RECOMPOSICAO DO NUCLEO DO PODER NAVAL",323294265,NA,NA,NA,NA,NA
"904","21CM",0,0,13000002,0,0,1,0,1,0,0,0,1,"52000 - Ministério da Defesa__13000002",NA,NA,NA,NA,NA,"Recomposição dos Meios da Força Aérea Brasileira","Investimento","RECOMPOSICAO DOS MEIOS DA FORCA AEREA BRASILEIRA",13000002,NA,NA,NA,NA,NA
"905","21CN",0,0,4e+07,0.5,0,0.5,0,1,0,0,0,1,"14000 - Justiça Eleitoral__4e+07",NA,NA,NA,NA,NA,"Gestão e Manutenção da Identificação Civil Nacional","Nenhum","GESTAO E MANUTENCAO DA IDENTIFICACAO CIVIL NACIONAL",4e+07,NA,NA,NA,NA,NA
"906","21CO",0,0,41932707,0.935763603337128,0,0.0642363966628723,0,1,0,0.546485944730446,0,0.453514055269554,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__22915635","26000 - Ministério da Educação__19017072",NA,NA,NA,NA,"Funcionamento das Instituições Federais de Educação Especial","Custeio","FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO ESPECIAL",41932707,NA,NA,NA,NA,NA
"907","2223",0,0,140000,1,0,0,0,0.0583571428571429,0.941642857142857,0,0,1,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__140000",NA,NA,NA,NA,NA,"Fomento a Projetos Institucionais para Pesquisa no Setor de Recursos Hídricos (CT-Hidro)","Custeio","FOMENTO A PROJETOS INSTITUCIONAIS PARA PESQUISA NO SETOR DE RECURSOS HIDRICOS (CT-HIDRO)",140000,50000,1081901,3200000,4e+06,218798
"908","2230",1163455.84,2498061,2327156,0.821257792773669,0,0.178742207226331,0,1,0,0.410628251823256,0,0.589371748176745,"25000 - Ministério da Economia__1371560","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__955596",NA,NA,NA,NA,"Gestão da Documentação e Disseminação de Informações","Custeio","GESTAO DA DOCUMENTACAO E DISSEMINACAO DE INFORMACOES",2327156,3356106,6335462,6996682,7241701,5947000
"909","2237",12696832.44,18827196,40968457,0.98612452013997,0,0.0138754798600299,0,1,0,0,1,0,"25000 - Ministério da Economia__40968457",NA,NA,NA,NA,NA,"Auditoria e Fiscalização Tributária e Aduaneira","Custeio","AUDITORIA E FISCALIZACAO TRIBUTARIA E ADUANEIRA",40968457,23318412,3.1e+07,61700000,84584586,8e+07
"910","2238",27419748.77,33643693,4e+07,1,0,0,0,1,0,0,1,0,"25000 - Ministério da Economia__4e+07",NA,NA,NA,NA,NA,"Arrecadação Tributária e Aduaneira","Custeio","ARRECADACAO TRIBUTARIA E ADUANEIRA",4e+07,34047000,4.5e+07,4.4e+07,54395040,6e+07
"911","2244",222669666.98,256447275,239881350,0.982491344158268,0,0.0175086558417318,0,1,0,0,0,1,"25000 - Ministério da Economia__239881350",NA,NA,NA,NA,NA,"Recuperação de Créditos, Consultoria, Representação Judicial e Extrajudicial da Fazenda Nacional","Custeio","RECUPERACAO DE CREDITOS, CONSULTORIA, REPRESENTACAO JUDICIAL E EXTRAJUDICIAL DA FAZENDA NACIONAL",239881350,180955339,221824000,252818808,167514140,239351906
"912","2250",416102.89,604147,558000,1,0,0,0,1,0,0.5,0,0.5,"25000 - Ministério da Economia__279000","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__279000",NA,NA,NA,NA,"Seleção e Desenvolvimento de Pessoas","Custeio","SELECAO E DESENVOLVIMENTO DE PESSOAS",558000,250000,2400000,3300000,6539455,6130000
"913","2292",299612699.98,400917832,313550983,0.952160889892665,0,0.0478391101073346,0,1,0,0,1,0,"25000 - Ministério da Economia__313550983",NA,NA,NA,NA,NA,"Serviço de Processamento de Dados de Benefícios Previdenciários","Custeio","SERVICO DE PROCESSAMENTO DE DADOS DE BENEFICIOS PREVIDENCIARIOS",313550983,290893563,435170543,435170543,264600000,453600000
"914","2294",18589249.4,25540284,1.8e+07,1,0,0,0,1,0,0,1,0,"25000 - Ministério da Economia__1.8e+07",NA,NA,NA,NA,NA,"Defesa Judicial da Previdência Social Básica","Custeio","DEFESA JUDICIAL DA PREVIDENCIA SOCIAL BASICA",1.8e+07,17697531,3e+07,3e+07,3e+07,32450000
"915","22BO",714305145.56,1443953494,5e+08,1,0,0,0,1,0,0.820506642,0,0.179493358,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__410253321","53000 - Ministério do Desenvolvimento Regional__89746679",NA,NA,NA,NA,"Ações de Proteção e Defesa Civil","Custeio","ACOES DE PROTECAO E DEFESA CIVIL",5e+08,5e+08,7.79e+08,1.4e+09,2e+08,NA
"916","2317",387250633.185763,480343221,386501060,1,0,0,0,1,0,0.565406343258153,0.0318384534314084,0.402755203310439,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__218530151","26000 - Ministério da Educação__167970909",NA,NA,NA,NA,"Acesso à Informação Científica e Tecnológica","Custeio","ACESSO A INFORMACAO CIENTIFICA E TECNOLOGICA",386501060,346843221,391397058,402887527,402882610,334356000
"917","2325",9367602.73000001,23391489,6.8e+07,1,0,0,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__6.8e+07",NA,NA,NA,NA,NA,"Operação do Sistema de Pesagem de Veículos","Custeio","OPERACAO DO SISTEMA DE PESAGEM DE VEICULOS",6.8e+07,47400000,5.5e+07,45007184,48600000,78500000
"918","2334",4714737.57,12024118,6e+06,0.9,0,0.1,0,0.916666666666667,0.0833333333333333,0.538807833333333,0,0.461192166666667,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3232847","30000 - Ministério da Justiça e Segurança Pública__2767153",NA,NA,NA,NA,"Proteção e Defesa do Consumidor","Custeio","PROTECAO E DEFESA DO CONSUMIDOR",6e+06,5499999,6900000,3700000,3826000,4326532
"919","2345",8246109.126061,9400966,3589907,0.902504438137255,0,0.0974955618627446,0,1,0,0.713235746775613,0,0.286764253224387,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2560450","52000 - Ministério da Defesa__1029457",NA,NA,NA,NA,"Apoio Logístico à Pesquisa Científica na Antártica","Custeio","APOIO LOGISTICO A PESQUISA CIENTIFICA NA ANTARTICA",3589907,7589500,11820000,13200000,6210000,6190000
"920","2348",11936013.34,14277356,14802864,1,0,0,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__14802864",NA,NA,NA,NA,NA,"Fiscalização da Exploração da Infraestrutura Ferroviária e de Bens Operacionais","Custeio","FISCALIZACAO DA EXPLORACAO DA INFRAESTRUTURA FERROVIARIA E DE BENS OPERACIONAIS",14802864,14405902,14159356,6816966,7420274,8623515
"921","2357",0,0,20000,1,0,0,0,0,1,0,0.20765,0.79235,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__20000",NA,NA,NA,NA,NA,"Fomento a Projetos Institucionais para Pesquisa no Setor Espacial (CT-Espacial)","Custeio","FOMENTO A PROJETOS INSTITUCIONAIS PARA PESQUISA NO SETOR ESPACIAL (CT-ESPACIAL)",20000,50000,603419,2e+05,9e+05,218798
"922","2367",3185130.95,4034249,5620000,0.98220640569395,0,0.0177935943060498,0,1,0,0.596428113879004,0.00525569395017794,0.398316192170818,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3351926","35000 - Ministério das Relações Exteriores__2268074",NA,NA,NA,NA,"Análise e Divulgação da Política Externa Brasileira, de Relações Internacionais e da História Diplomática do Brasil","Custeio","ANALISE E DIVULGACAO DA POLITICA EXTERNA BRASILEIRA, DE RELACOES INTERNACIONAIS E DA HISTORIA DIPLOMATICA DO BRASIL",5620000,5699999,7075000,5975532,8157254,8982140
"923","2378",28033627.68,51746367.9999999,49325796,0.913197447437037,0,0.0868025525629632,0,1,0,0,0,1,"53000 - Ministério do Desenvolvimento Regional__49325796",NA,NA,NA,NA,NA,"Operação da Rede Hidrometeorológica","Custeio","OPERACAO DA REDE HIDROMETEOROLOGICA",49325796,53446462,53446462,48092135,79243037,55920000
"924","2397",1788461.24,4332361,5e+06,0.8,0,0.2,0,1,0,0,0.12,0.88,"32000 - Ministério de Minas e Energia__5e+06",NA,NA,NA,NA,NA,"Levantamentos Hidrogeológicos, Estudos Integrados em Recursos Hídricos para Gestão e Ampliação da Oferta Hídrica","Custeio","LEVANTAMENTOS HIDROGEOLOGICOS, ESTUDOS INTEGRADOS EM RECURSOS HIDRICOS PARA GESTAO E AMPLIACAO DA OFERTA HIDRICA",5e+06,3852295,4243920,3950473,9497731,5295627
"925","2399",3993809.25,6713781,10100000,0.900990099009901,0,0.099009900990099,0,1,0,0,0,1,"32000 - Ministério de Minas e Energia__10100000",NA,NA,NA,NA,NA,"Avaliação dos Recursos Minerais do Brasil","Custeio","AVALIACAO DOS RECURSOS MINERAIS DO BRASIL",10100000,5663781,15544100,6904240,23321104,27772829
"926","2424",11454073.15,50633681,28642467,0.978185398625056,0,0.0218146013749444,0,1,0,0,0,1,"41000 - Ministério das Comunicações__28642467",NA,NA,NA,NA,NA,"Fiscalização Regulatória","Custeio","FISCALIZACAO REGULATORIA",28642467,37933641,31510570,42000454,22542270,34729084
"927","2452",1636070.25,7164842,12714669,0.694961465375151,0,0.305038534624849,0,1,0,0.549217757851187,0,0.450782242148813,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__6983122","52000 - Ministério da Defesa__5731547",NA,NA,NA,NA,"Adequação da Infraestrutura dos Pelotões Especiais de Fronteira da Região do Calha Norte","Custeio","ADEQUACAO DA INFRAESTRUTURA DOS PELOTOES ESPECIAIS DE FRONTEIRA DA REGIAO DO CALHA NORTE",12714669,7699999,7795300,7989600,8068666,9009063
"928","2478",94994350.29,134496749,65024315,0.958092891866681,0,0.041907108133319,0,1,0,0,0.718047671859365,0.281952328140635,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__65024315",NA,NA,NA,NA,NA,"Produção e Fornecimento de Radiofármacos no País","Custeio","PRODUCAO E FORNECIMENTO DE RADIOFARMACOS NO PAIS",65024315,95583065,103987256,92568214,195580429,139436108
"929","2482",452884754.19,514098047,275983943,0.95670400288469,0,0.0432959971153104,0,1,0,0.188416758724257,0.795294358846087,0.0162888824296564,"32000 - Ministério de Minas e Energia__223983943","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__5.2e+07",NA,NA,NA,NA,"Fabricação do Combustível Nuclear","Custeio","FABRICACAO DO COMBUSTIVEL NUCLEAR",275983943,221786129,255307666,301325362,500657622,476310717
"930","2489",3050269.92,3189303,2797151,0.982124668993558,0,0.0178753310064419,0,1,0,0,0.982124668993558,0.0178753310064419,"32000 - Ministério de Minas e Energia__2797151",NA,NA,NA,NA,NA,"Produção de Minerais Pesados e Óxidos de Terras Raras","Custeio","PRODUCAO DE MINERAIS PESADOS E OXIDOS DE TERRAS RARAS",2797151,3400000,4740381,4098203,4669344,4690862
"931","2495",4400.34,183003,353186,1,0,0,0,1,0,0.605485494895041,0,0.394514505104959,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__213849","24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__139337",NA,NA,NA,NA,"Controle de Bens Sensíveis","Custeio","CONTROLE DE BENS SENSIVEIS",353186,460000,458229,458229,808228,359616
"932","2508",2734314.97,3880381,5e+06,0.1,0,0.9,0,1,0,0,0,1,"34000 - Ministério Público da União__5e+06",NA,NA,NA,NA,NA,"Fiscalização e Controle da Aplicação da Lei","Investimento","FISCALIZACAO E CONTROLE DA APLICACAO DA LEI",5e+06,5e+06,1e+06,7e+06,6500000,6500000
"933","2510",43840762.5319,59454552.9999999,61754000,0.949644573630858,0,0.0503554263691421,0,1,0,0,0.0291479094471613,0.970852090552839,"52000 - Ministério da Defesa__61754000",NA,NA,NA,NA,NA,"Prestação de Ensino Profissional Marítimo","Custeio","PRESTACAO DE ENSINO PROFISSIONAL MARITIMO",61754000,71392000,64150000,6e+07,87930000,88069034
"934","2518",562311.284208,996181,1459958,1,0,0,0,1,0,0.790285062994963,0,0.209714937005037,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1153783","52000 - Ministério da Defesa__306175",NA,NA,NA,NA,"Apoio à Pesquisa e ao Monitoramento Oceanográfico e Climatológico da Amazônia Azul","Custeio","APOIO A PESQUISA E AO MONITORAMENTO OCEANOGRAFICO E CLIMATOLOGICO DA AMAZONIA AZUL",1459958,1180000,1960000,1920000,4280000,6250000
"935","2522",0,0,583218,0.514371984403774,0,0.485628015596226,0,1,0,0.222894355112497,0.485628015596226,0.291477629291277,"52000 - Ministério da Defesa__453222","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__129996",NA,NA,NA,NA,"Produção de Fármacos, Medicamentos e Fitoterápicos","Custeio","PRODUCAO DE FARMACOS, MEDICAMENTOS E FITOTERAPICOS",453222,1989514,41989514,44816865,50240700,50477544
"936","2532",604924.948514624,587198,714655,1,0,0,0,0,1,0.610498772134806,0,0.389501227865194,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__436296","35000 - Ministério das Relações Exteriores__278359",NA,NA,NA,NA,"Cooperação com Países de Língua Portuguesa e Países Membros de Organismos Regionais Africanos","Custeio","COOPERACAO COM PAISES DE LINGUA PORTUGUESA E PAISES MEMBROS DE ORGANISMOS REGIONAIS AFRICANOS",714655,757360,950000,1e+06,1232000,1381813
"937","2533",23967418.7142177,23933411.98,21402855,1,0,0,0,0.210252323813809,0.789747676186191,0.610499907605784,0,0.389500092394216,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__13066441","35000 - Ministério das Relações Exteriores__8336414",NA,NA,NA,NA,"Cooperação Técnica Internacional","Custeio","COOPERACAO TECNICA INTERNACIONAL",21402855,26539428,31800000,3e+07,30550000,34338161
"938","2534",2111194.53,3533347,3517896,1,0,0,0,1,0,0.610499002813045,0,0.389500997186955,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2147672","35000 - Ministério das Relações Exteriores__1370224",NA,NA,NA,NA,"Formação e Aperfeiçoamento de Diplomatas","Custeio","FORMACAO E APERFEICOAMENTO DE DIPLOMATAS",3517896,3763967,3753000,3127000,2670400,3010620
"939","2536",1029123.05,1616607,1620001,0.938271643042196,0,0.0617283569578043,0,1,0,0.572811992091363,0,0.427188007908637,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__927956","35000 - Ministério das Relações Exteriores__692045",NA,NA,NA,NA,"Demarcação de Fronteiras","Custeio","DEMARCACAO DE FRONTEIRAS",1620001,1748358,2565000,1700000,1608500,1806000
